Season,DayNum,IsTourney,TeamAID,TeamBID,ActualMargin,A_Won,NetRtg_Diff,P3Ar_Diff,Pace_Mean,Pace_Diff,OliverLearned_OOF,OliverResidual
2008,22,0,1131,1338,-27.0,0,-57.9650109320967,0.0620155038759689,67.28375,-6.1625000000000085,-36.7366295733146,9.736629573314602
2008,22,0,1170,1390,-26.0,0,-55.76133962791553,-0.0648225326310968,69.08732142857141,3.785357142857137,-32.646038791046884,6.646038791046884
2008,23,0,1116,1281,3.0,1,-9.882985410638938,0.0110592014015621,72.38083333333333,-7.271666666666661,-2.5925087565045795,5.5925087565045795
2008,23,0,1115,1161,-25.0,0,-7.207468503580188,0.0676483999892706,67.09375,8.8125,-7.913379294843979,-17.086620705156022
2008,23,0,1119,1216,-6.0,0,-4.995027998749833,-0.096009595423721,73.03178571428572,-4.89357142857142,-7.2925430016959645,1.2925430016959645
2008,23,0,1245,1387,41.0,1,-4.514067171751748,0.0368178444470487,63.254017857142856,4.079464285714288,4.865602367490112,36.13439763250989
2008,23,0,1248,1335,12.0,1,13.324108231746097,0.111870015272357,75.71687499999999,-0.6037500000000051,10.30924505273453,1.6907549472654697
2008,23,0,1228,1268,-8.0,0,3.840881591266694,0.0327115436604487,69.688125,-8.886250000000018,1.2996423895944982,-9.299642389594498
2008,23,0,1269,1393,7.0,1,8.942746241698984,0.1699628050439989,77.47625000000001,6.802499999999981,-1.9276289944448781,8.927628994444879
2008,23,0,1277,1301,23.0,1,6.685371984832841,-0.0692456967956707,66.56375,2.8575000000000017,11.602824121232674,11.397175878767326
2008,23,0,1307,1381,9.0,1,47.99682352061147,0.1822340831109416,68.88145833333334,-4.542083333333338,31.049978320002538,-22.049978320002538
2008,23,0,1314,1326,11.0,1,10.681502494927813,-0.0675675675675676,72.20875000000001,10.552499999999997,1.8825311116042613,9.117468888395738
2008,23,0,1339,1340,-5.0,0,3.097313463990176,-0.0741001948432288,66.74354166666666,6.342083333333335,2.824406429361652,-7.824406429361652
2008,23,0,1312,1351,-26.0,0,-38.86344134263936,0.016153639981032,70.128125,0.4395833333333314,-28.986825511653645,2.9868255116536453
2008,23,0,1258,1361,-22.0,0,-27.22176567114846,-0.013443023948653,72.46395833333332,4.91791666666667,-8.146887401811602,-13.853112598188398
2008,23,0,1193,1383,-4.0,0,-4.56558251036428,-0.0228708171511514,70.11125000000001,-10.482500000000002,-3.8817189405898733,-0.11828105941012668
2008,23,0,1342,1416,-27.0,0,-26.820736579201565,0.1487455197132616,66.52410714285713,-6.401785714285708,-18.17047001984555,-8.829529980154451
2008,23,0,1405,1423,-4.0,0,-20.79210076511025,0.0155053623243982,69.85625,-7.5625,-13.818474580571447,9.818474580571447
2008,24,0,1102,1160,-10.0,0,8.578245133774033,0.0898542903399892,61.04375,-1.0874999999999986,8.26902862476465,-18.26902862476465
2008,24,0,1180,1206,-47.0,0,3.731394612161111,0.0176303131442033,70.49166666666666,2.237500000000012,-5.11063093211041,-41.88936906788959
2008,24,0,1214,1433,9.0,1,-7.167550489970267,0.135380966841641,67.06125,0.2224999999999823,-2.1306497174589136,11.130649717458914
2008,24,0,1298,1406,14.0,1,-13.14613239174659,0.1313542444610405,73.82124999999999,12.607500000000002,-5.809905874031849,19.80990587403185
2008,24,0,1243,1332,-3.0,0,-8.907704977867766,-0.0140908797104259,78.56979166666667,2.785416666666677,-2.212641320233806,-0.7873586797661938
2008,24,0,1328,1425,-11.0,0,15.16989679152836,0.0548804469499097,68.27291666666666,-0.8499999999999943,2.666270088942668,-13.666270088942667
2008,24,0,1375,1435,-3.0,0,-1.4720092035722985,0.0469326357096141,70.85499999999999,-4.840000000000018,-5.839220839339289,2.839220839339289
2008,24,0,1111,1455,-9.0,0,1.771103838687722,0.0055510055510055,67.65083333333334,9.606666666666662,3.2294536027496017,-12.2294536027496
2008,25,0,1196,1436,25.0,1,38.7331554688882,0.0658286563106523,70.25208333333333,-3.3791666666666487,18.7704088664329,6.2295911335671015
2008,25,0,1199,1391,13.0,1,40.247622833983655,0.0286819442417164,68.61510416666667,4.513541666666669,21.874706730025686,-8.874706730025686
2008,25,0,1152,1308,-33.0,0,-3.056962431959022,-0.0381949988822533,72.31041666666667,0.7958333333333343,-8.964807824446469,-24.035192175553533
2008,25,0,1162,1357,-16.0,0,8.481499060097462,0.1241860299612141,67.04583333333332,-12.349999999999987,0.13365814216852218,-16.13365814216852
2008,25,0,1234,1419,-5.0,0,17.29197532244625,-0.0607890499194847,68.58339285714285,-11.588214285714264,11.833801195855369,-16.83380119585537
2008,25,0,1124,1450,-3.0,0,-17.78835577306529,0.0646015193115081,64.906875,9.301250000000003,-5.284918627062067,2.2849186270620674
2008,26,0,1116,1331,11.0,1,12.061106048509911,-0.0617574186113512,69.34562500000001,4.196249999999992,9.771073615622194,1.2289263843778055
2008,26,0,1122,1399,3.0,1,8.11284775824177,0.1146658219828951,72.49625,-7.842500000000015,-1.1592987222256723,4.159298722225673
2008,26,0,1129,1362,10.0,1,3.417778309086742,0.0674151179900812,72.735,2.8100000000000023,-1.1973850014102647,11.197385001410264
2008,26,0,1133,1369,18.0,1,18.25798712106031,0.1148646723646723,73.71845238095239,-4.679761904761918,12.261839312595683,5.738160687404317
2008,26,0,1139,1326,19.0,1,12.418479749136935,0.1751339068333062,63.16041666666666,-9.054166666666667,10.131326034737477,8.868673965262523
2008,26,0,1140,1339,24.0,1,31.5056527044368,0.001280027927882,71.43482142857142,3.75535714285715,10.708500118672832,13.291499881327168
2008,26,0,1147,1403,4.0,1,-11.04731535796634,0.0586802874621369,70.23645833333333,6.231249999999989,-1.9939719963242017,5.993971996324202
2008,26,0,1148,1250,10.0,1,-3.354823898980314,0.1345588012254678,67.4453869047619,-6.01994047619047,2.045051987886574,7.954948012113427
2008,26,0,1155,1376,11.0,1,0.231919351270804,0.0270782296260003,72.70758928571428,3.5223214285714306,5.514872292268348,5.485127707731652
2008,26,0,1158,1441,2.0,1,0.8641674916479616,0.0574795081967212,71.46958333333333,2.444166666666675,-3.3936805288883893,5.393680528888389
2008,26,0,1159,1165,3.0,1,-1.4381350962755732,-0.0471176173649671,70.8775,-10.12999999999998,-4.176950504879692,7.176950504879692
2008,26,0,1169,1300,26.0,1,52.5502004181573,0.0351746203068383,78.19333333333333,6.50333333333333,29.96402961169578,-3.9640296116957785
2008,26,0,1173,1221,2.0,1,-10.931282015763273,-0.0546329247396863,63.20937500000001,3.106250000000017,-6.0316369238141805,8.03163692381418
2008,26,0,1189,1202,5.0,1,21.2483518782052,-0.1113138686131386,66.77125,-5.442499999999996,16.195737887153687,-11.195737887153687
2008,26,0,1111,1204,-13.0,0,-0.4452908103267532,0.0696989725410082,71.55967261904763,-0.9014880952380936,-7.59762893351345,-5.40237106648655
2008,26,0,1163,1211,-3.0,0,-4.378712907929753,-0.0424735761857555,73.80089285714286,7.573214285714286,-2.0147023137563234,-0.9852976862436766
2008,26,0,1214,1224,34.0,1,23.956358008808166,0.0390310825294748,69.45342261904761,-5.161011904761921,10.286682435865218,23.713317564134783
2008,26,0,1217,1276,11.0,1,-9.897153704425849,-0.1352096819589079,68.125,9.657142857142864,-1.020438632977569,12.02043863297757
2008,26,0,1222,1292,15.0,1,47.502216638096286,0.1471175049879239,70.20642857142857,-2.5271428571428487,29.66263008631796,-14.66263008631796
2008,26,0,1227,1229,-26.0,0,-13.617504166814427,-0.1223943292202677,68.91000000000001,-3.174999999999983,-10.820184852735752,-15.179815147264248
2008,26,0,1183,1234,-12.0,0,-22.925624127528906,-0.0988519042111125,63.70046875,-0.3709375000000037,-14.233036503168538,2.233036503168538
2008,26,0,1241,1318,3.0,1,14.38142915188824,-0.0622503166715385,71.90624999999999,6.037499999999994,1.829982582306363,1.170017417693637
2008,26,0,1216,1254,-24.0,0,1.0560479181082345,0.0490103392908056,71.7696875,5.304375000000007,-4.498788930198501,-19.5012110698015
2008,26,0,1257,1275,3.0,1,23.85313329314394,-0.032624814631735,65.04625000000001,11.262500000000005,14.084748132195404,-11.084748132195404
2008,26,0,1263,1312,28.0,1,27.916198249600967,-0.0417781152392621,70.73660714285714,1.2517857142857167,19.36869718559983,8.631302814400168
2008,26,0,1131,1264,-7.0,0,-29.46578564486171,0.0485452942472999,65.94479166666667,-3.3687499999999915,-10.513177714423472,3.513177714423472
2008,26,0,1279,1307,8.0,1,-4.218556162609829,-0.0778342260754321,71.66535714285715,12.609285714285704,3.8420823259393644,4.157917674060636
2008,26,0,1286,1337,6.0,1,5.276275932364953,-0.0713584395182405,75.77682291666666,-11.624479166666646,7.3558388041765195,-1.3558388041765195
2008,26,0,1164,1288,-28.0,0,-36.14739964901793,-0.0435405752693486,67.92625000000001,6.447500000000005,-10.694502896627226,-17.305497103372772
2008,26,0,1299,1313,-6.0,0,6.738726101229787,0.0632231061011426,71.18875,5.212500000000006,1.1735635915354787,-7.173563591535479
2008,26,0,1246,1314,-9.0,0,1.525712654137962,0.0128539272598033,71.774375,-9.413749999999991,2.9966642733903455,-11.996664273390346
2008,26,0,1185,1323,-11.0,0,-30.685158264155703,0.1503325551689204,67.88125,-2.8500000000000085,-19.94718253675033,8.94718253675033
2008,26,0,1132,1324,-10.0,0,12.51416145614226,-0.0456567732049417,70.633125,-9.428749999999994,0.3569392846662081,-10.356939284666208
2008,26,0,1329,1449,25.0,1,-10.331299868927118,0.1595767943348303,75.21937499999999,-2.2987499999999983,-2.0191638831575833,27.01916388315758
2008,26,0,1209,1330,-8.0,0,-16.34795988271395,-0.0739745403111739,69.22375,7.047499999999999,-3.5741323109754375,-4.425867689024562
2008,26,0,1305,1334,-4.0,0,-2.5466669695810538,-0.0188872722233769,69.315,-2.219999999999999,-4.349665092990018,0.34966509299001824
2008,26,0,1338,1405,26.0,1,62.47221715361597,-0.0230557304785893,67.46770833333335,3.856250000000003,35.25835607516269,-9.258356075162688
2008,26,0,1340,1430,7.0,1,-7.569572071217607,0.0164472180313628,65.74125000000001,-3.0575000000000188,-4.412106681464122,11.412106681464122
2008,26,0,1342,1347,2.0,1,-9.33007044924588,0.137046287046287,66.39036458333334,-5.89010416666666,1.9917739090281146,0.008226090971885425
2008,26,0,1130,1344,-9.0,0,-5.065547796940734,-0.0689302952070939,68.79874999999998,2.8924999999999983,-4.854753553604232,-4.145246446395768
2008,26,0,1127,1351,-8.0,0,-19.13526589223862,0.0897320760365214,69.97633928571429,0.4848214285714363,-14.080618081550755,6.080618081550755
2008,26,0,1343,1353,-4.0,0,-17.088668144256474,0.182237722821109,65.66229166666666,-7.529583333333328,-14.77097472045113,10.77097472045113
2008,26,0,1354,1445,4.0,1,-3.420952213870592,-0.0705354767605366,72.57625,3.6225000000000014,-5.123558976297187,9.123558976297186
2008,26,0,1361,1444,11.0,1,18.971621201311933,-0.0859452433178974,69.06383928571428,1.6598214285714334,13.450742290532862,-2.4507422905328617
2008,26,0,1258,1364,-7.0,0,-27.95137702837293,0.0178428373752822,72.79583333333333,2.6583333333333314,-8.141955110554335,1.1419551105543349
2008,26,0,1107,1373,-4.0,0,17.023892455648095,0.0194212335784704,70.2225,-10.865000000000007,0.9827768743975203,-4.98277687439752
2008,26,0,1378,1416,8.0,1,-3.319777810576141,-0.0760913406347926,69.28541666666666,0.92916666666666,3.575648746050722,4.424351253949278
2008,26,0,1145,1382,-16.0,0,-24.18586187899868,0.0372472613769657,70.19482142857143,1.7503571428571405,-17.027478992685214,1.0274789926852144
2008,26,0,1137,1384,-3.0,0,10.30397983036508,0.0459669518646724,65.240625,-1.9312499999999917,9.32887534042101,-12.32887534042101
2008,26,0,1336,1386,-12.0,0,-0.0668592352987786,-0.0446575868022252,67.33104166666666,4.867083333333326,-3.2987190713113863,-8.701280928688615
2008,26,0,1253,1387,-4.0,0,-26.64336974866623,0.0172538784978976,66.15,8.825000000000017,-14.96347794191425,10.96347794191425
2008,26,0,1171,1392,-27.0,0,9.89925609190898,-0.0158025552696987,67.296875,3.91458333333334,0.9718990413483779,-27.97189904134838
2008,26,0,1393,1408,13.0,1,-3.676186127406865,-0.0582489480741665,71.20791666666668,8.150833333333338,6.529689367791212,6.470310632208788
2008,26,0,1389,1404,-4.0,0,15.83098634633356,-0.1044342037890425,75.51625,-5.647500000000008,8.71949613073587,-12.71949613073587
2008,26,0,1153,1412,-19.0,0,-8.198404319020895,0.0925771476230192,68.81041666666667,-5.154166666666654,-8.312666462747364,-10.687333537252636
2008,26,0,1349,1419,-13.0,0,-8.4479196040445,-0.1189530322840189,72.33166666666665,-3.1533333333333218,-6.993624449417284,-6.006375550582716
2008,26,0,1110,1420,-15.0,0,2.7832167329029573,0.1099137292105185,67.27782738095237,-10.548511904761895,3.2071755029066753,-18.207175502906676
2008,26,0,1424,1431,13.0,1,-15.420135063830998,0.0465060007742934,69.2825,-2.8899999999999864,-4.404270259055913,17.404270259055913
2008,26,0,1414,1428,-12.0,0,-13.64580243251261,-0.0047641180571694,67.29333333333332,-0.2533333333333303,-12.345329877619655,0.3453298776196547
2008,26,0,1123,1434,-13.0,0,-25.55721302018152,-0.1345378898890517,64.76875000000001,-8.617500000000014,-14.750395886148462,1.7503958861484623
2008,26,0,1210,1435,-13.0,0,-13.73943276617787,-0.0129761736035652,74.20416666666667,-1.9458333333333255,-10.521866344934619,-2.478133655065381
2008,26,0,1335,1437,-26.0,0,-22.74844502587858,-0.037070838765754,70.48839285714286,9.001785714285717,-19.034781577783672,-6.965218422216328
2008,26,0,1447,1463,3.0,1,19.731836423968232,-0.0238777459407831,69.479375,0.8787500000000108,6.968488018760877,-3.968488018760877
2008,26,0,1367,1448,-24.0,0,-46.070967401014656,-0.0011223344556677,69.893125,-3.123750000000001,-27.25004270074588,3.2500427007458796
2008,26,0,1125,1462,-41.0,0,-26.97477652254324,0.1254872437133248,69.70223214285714,5.091964285714283,-17.541739039001595,-23.458260960998405
2008,27,0,1112,1401,11.0,1,-10.134393034030282,0.0645611156685808,68.61937499999999,3.4762500000000074,-1.6094490085564501,12.60944900855645
2008,27,0,1242,1425,4.0,1,22.60818881120745,0.1002969986533601,70.00357142857143,3.3678571428571478,9.539491125581895,-5.539491125581895
2008,27,0,1113,1304,-15.0,0,-1.312811210323133,0.0467213945474815,64.19749999999999,0.2049999999999983,-4.213517526324796,-10.786482473675203
2008,27,0,1200,1352,-6.0,0,-15.912651727791555,0.0202733344327176,72.39645833333333,-12.702916666666669,-2.6181011203184896,-3.3818988796815104
2008,27,0,1284,1357,-27.0,0,2.142972679590656,0.0531703845047173,69.6126488095238,-6.671130952380935,3.2608419761257372,-30.260841976125736
2008,27,0,1218,1360,-14.0,0,15.748499692531295,-0.0088438782955754,68.66946428571427,2.621071428571426,0.9453923148679108,-14.945392314867911
2008,27,0,1223,1375,-4.0,0,-42.15091937126107,-0.0123607416444986,74.075625,5.863749999999996,-25.205310710422673,21.205310710422673
2008,27,0,1160,1390,-24.0,0,-24.032619363447523,0.0427958256185827,64.32005208333334,-6.969270833333333,-10.177287283579501,-13.822712716420499
2008,27,0,1400,1417,2.0,1,8.429353904788101,0.0411557969567474,66.86749999999999,-5.939999999999998,-0.08285117982581001,2.08285117982581
2008,27,0,1268,1433,-9.0,0,4.513860390439149,0.015105283066448,70.14910714285715,6.923214285714295,-1.3917854268092118,-7.608214573190788
2008,28,0,1124,1290,32.0,1,56.14404602793691,0.0874091209517514,65.32008928571429,5.7223214285714405,29.71035514316751,2.2896448568324885
2008,28,0,1135,1346,7.0,1,6.6709838818519245,0.1756055363321799,71.41583333333332,-14.398333333333326,-3.8496682822123947,10.849668282212395
2008,28,0,1137,1247,1.0,1,-4.1075669084141,0.1041489059391872,67.51791666666666,-5.194166666666661,0.0627252444967104,0.9372747555032896
2008,28,0,1171,1413,3.0,1,1.977111294737128,-0.164440966609351,67.15785714285715,2.6807142857142736,7.753334657334201,-4.753334657334201
2008,28,0,1186,1282,11.0,1,-5.327626267539316,-0.0295107585046279,65.40589285714285,-2.5582142857143,-6.721302880852972,17.72130288085297
2008,28,0,1196,1239,16.0,1,41.81740495561645,-0.0135698065930623,69.39640625000001,-1.0771874999999935,23.94570025887513,-7.9457002588751315
2008,28,0,1248,1312,25.0,1,44.01189344917641,0.1597429965074639,72.69557291666666,3.238020833333337,29.22912698719099,-4.229126987190991
2008,28,0,1149,1273,-1.0,0,-1.1109384138509029,0.121848119931187,72.639375,-5.708749999999995,1.2617726364126283,-2.261772636412628
2008,28,0,1278,1295,32.0,1,13.08281906757152,0.0987536492252414,69.49000000000001,-3.8349999999999937,11.823221031887723,20.176778968112277
2008,28,0,1291,1298,4.0,1,-8.986233933039685,-0.1201013096120582,72.85569444444444,-11.9663888888889,-5.009049288335718,9.009049288335717
2008,28,0,1306,1318,-5.0,0,0.0471352427953917,0.0834041648958776,70.91104166666666,2.167916666666656,2.7320888824647986,-7.732088882464799
2008,28,0,1117,1321,-20.0,0,6.012193790376131,-0.1638095021129729,66.45291666666667,3.960833333333341,-1.4401098209152912,-18.559890179084707
2008,28,0,1205,1347,-3.0,0,10.549903003128604,0.0455078970759167,71.35100446428572,6.269866071428581,9.757264254002765,-12.757264254002765
2008,28,0,1410,1442,-2.0,0,15.102285576573196,0.0872601279317697,69.86708333333334,0.7008333333333354,13.715118930086822,-15.715118930086822
2008,29,0,1110,1224,12.0,1,30.38645714865018,0.0706100686364037,66.8140625,-9.134374999999991,18.829682302190523,-6.829682302190523
2008,29,0,1130,1387,22.0,1,5.178841743504904,0.030537793632631,65.75069444444443,9.123611111111115,7.407687943399721,14.592312056600278
2008,29,0,1131,1217,7.0,1,-8.75905196447242,0.1278759128643655,68.2786830357143,-5.364508928571425,-3.566375851792297,10.566375851792298
2008,29,0,1152,1156,-4.0,0,-19.680501316989407,0.0740165631469979,70.19702380952381,5.752380952380946,-5.5684690666007,1.5684690666007004
2008,29,0,1162,1447,14.0,1,-16.296524377699086,0.148596255778329,66.11607142857143,-7.507142857142867,-14.631953005904462,28.631953005904464
2008,29,0,1185,1229,9.0,1,-23.084330065144528,0.0616172232041911,67.55163690476189,-5.142559523809538,-5.697692781525018,14.697692781525017
2008,29,0,1221,1386,5.0,1,4.540668619190697,-0.1254464285714285,62.88616071428572,-4.565178571428568,-3.3269857309266997,8.3269857309267
2008,29,0,1222,1405,11.0,1,42.864281874916585,0.0749473684210526,66.95680803571429,3.645758928571439,25.587429572252244,-14.587429572252244
2008,29,0,1251,1342,22.0,1,15.505038392474972,-0.1023809523809523,65.10833333333333,3.758333333333333,11.339948241522087,10.660051758477913
2008,29,0,1272,1425,4.0,1,12.203529244690188,0.1372904053263924,72.53984374999999,7.132812500000014,8.059762168180931,-4.0597621681809315
2008,29,0,1232,1275,-16.0,0,-10.578167406533185,-0.0120273583688217,62.90541666666668,9.694166666666677,-8.088051188483613,-7.911948811516387
2008,29,0,1133,1277,-5.0,0,-9.844789054440668,0.1905102771244503,70.01484374999998,5.1546875000000085,-1.3067934568187975,-3.6932065431812022
2008,29,0,1102,1296,-11.0,0,30.09557034360938,0.1728030671859786,67.15446428571428,-14.287499999999994,10.561911951829705,-21.561911951829707
2008,29,0,1307,1308,-9.0,0,34.46627613408111,0.0576837048274789,70.03984375,-5.301562499999989,12.023127162544753,-21.023127162544753
2008,29,0,1314,1335,35.0,1,37.52707056820832,-0.0753890532859302,75.67321428571428,1.421428571428578,16.255870727771168,18.744129272228832
2008,29,0,1243,1323,-9.0,0,-16.676695218914404,-0.0001520921800284,73.65639880952381,12.46636904761904,-8.40036365515831,-0.5996363448416897
2008,29,0,1344,1348,-17.0,0,-0.0259251146973582,0.0813950028269042,70.90798611111111,-6.0118055555555685,-3.0862553270142428,-13.913744672985757
2008,29,0,1354,1440,1.0,1,-6.208923924560324,-0.2072704259048043,78.99160714285713,-6.736785714285688,1.2953683376815033,-0.2953683376815033
2008,29,0,1361,1415,13.0,1,43.679757327412645,0.034431179973471,67.50282738095237,3.301488095238099,29.058766040754477,-16.058766040754477
2008,29,0,1371,1389,10.0,1,5.149558682002748,-0.0368159203980099,75.64241071428572,3.822321428571428,11.652830959045671,-1.6528309590456711
2008,29,0,1151,1397,-6.0,0,-35.70857342695196,-0.0149669644996747,74.25952380952381,-3.902380952380952,-13.03430062948134,7.03430062948134
2008,29,0,1422,1439,-28.0,0,-0.0951336727120235,0.1674382198367437,66.20833333333333,5.383333333333347,-6.390860507925312,-21.60913949207469
2008,29,0,1420,1455,-9.0,0,4.436528638870286,-0.0927696974523445,67.10119047619048,8.444047619047623,-1.3028341853350496,-7.697165814664951
2008,29,0,1103,1457,-10.0,0,11.089276078874391,0.087420814479638,65.740625,0.6104166666666657,1.2076754585304823,-11.207675458530483
2008,29,0,1193,1463,-4.0,0,6.603269352481391,0.0017372155615365,65.9779761904762,-6.302380952380943,8.170352093362908,-12.170352093362908
2008,30,0,1113,1175,39.0,1,29.367675840283557,0.0468873543830056,60.654583333333335,5.2491666666666745,21.123315134077878,17.876684865922122
2008,30,0,1129,1226,32.0,1,21.22455396093025,0.0227369512488659,69.69270833333333,10.09375,7.547439228816499,24.4525607711835
2008,30,0,1140,1451,15.0,1,36.16487363178969,-0.009792291042291,68.74553571428572,7.816071428571419,19.893426171325217,-4.893426171325217
2008,30,0,1141,1352,11.0,1,-22.647801963398194,-0.0073408921625424,73.37321428571428,-7.721428571428589,-15.970792548105603,26.970792548105603
2008,30,0,1143,1238,43.0,1,38.93678701964744,0.019306847515618,72.099375,-0.4387499999999988,23.182271186405323,19.817728813594677
2008,30,0,1146,1225,16.0,1,27.780928711579207,-0.0038584740827024,69.36625000000001,5.2475000000000165,18.553768945237767,-2.553768945237767
2008,30,0,1150,1172,7.0,1,-9.199994050088732,-0.0486319720711211,71.38645833333334,-2.3770833333333314,-0.0948259645072957,7.0948259645072955
2008,30,0,1155,1187,15.0,1,32.04031129327564,-0.0564611154752552,70.70053571428572,6.906071428571437,12.928317868604228,2.0716821313957716
2008,30,0,1127,1159,-18.0,0,-15.384160579758174,0.0887951242381622,69.00926339285715,4.952901785714275,-2.702267063422198,-15.297732936577802
2008,30,0,1169,1430,12.0,1,9.632416341334746,-0.0961613182038045,74.02395833333333,13.881249999999994,12.209077619316677,-0.2090776193166768
2008,30,0,1173,1219,14.0,1,6.845765045854634,-0.1658523344191096,65.38333333333334,-4.73333333333332,11.268442170841638,2.731557829158362
2008,30,0,1107,1174,-11.0,0,19.24923188478792,-0.0212723392904774,66.56,-2.7950000000000017,6.850457921629922,-17.85045792162992
2008,30,0,1191,1343,21.0,1,-2.2410612916147983,-0.1756848755514405,60.30541666666667,-0.380833333333328,4.570372366051976,16.429627633948023
2008,30,0,1196,1197,39.0,1,65.46716099179083,0.017136470172277,69.66423611111111,-2.025694444444426,36.64972293784267,2.350277062157332
2008,30,0,1203,1271,39.0,1,27.05796653871562,0.1300522317971363,70.110625,1.6837500000000034,18.239377611356808,20.760622388643192
2008,30,0,1206,1214,3.0,1,4.890870076982054,-0.0135927253856677,67.31339285714284,0.8982142857142748,6.085843866712747,-3.0858438667127466
2008,30,0,1104,1207,-10.0,0,-24.34390966336946,-0.158977766318253,66.28083333333333,16.246666666666663,-7.497029848336184,-2.502970151663816
2008,30,0,1209,1210,-5.0,0,-14.881534776954268,-0.0378102351620636,72.24300595238097,-3.0568452380952493,-1.7305056798825218,-3.269494320117478
2008,30,0,1234,1320,7.0,1,-10.36495817954534,0.0949684043131948,62.65307539682539,0.7632936507936563,-9.918262646472703,16.918262646472705
2008,30,0,1241,1255,32.0,1,32.08821084895523,-0.0891588738866722,73.76197916666666,2.1927083333333286,18.459135613133977,13.540864386866023
2008,30,0,1186,1242,-38.0,0,-50.01299965838251,0.0702440033085194,67.88645833333334,-8.222916666666677,-31.821760160309733,-6.178239839690267
2008,30,0,1245,1464,7.0,1,29.84148998466827,-0.0107801936780559,67.50484375,-4.100312500000001,11.221089571381793,-4.221089571381793
2008,30,0,1250,1392,15.0,1,3.283136836905797,-0.0137075718015665,67.36752232142857,4.449330357142856,6.042079305985217,8.957920694014783
2008,30,0,1253,1258,25.0,1,-3.288366996923173,-0.027760836045914,70.95390625,-5.370312499999983,4.022119419890191,20.977880580109808
